type_repas,titre,url,image,auteur,difficulte,duree,regime,likes,prep_time,cook_time,total_time,cuisson_type,contraintes,rating,votes,portions,ingredients
soupes-et-potees,Curry de haricots verts et pommes de terre,https://www.cuisine-libre.org/curry-de-haricots-verts-et-pommes-de-terre,https://www.cuisine-libre.org/local/cache-gd2/d8/e8af58009763d3a7817609f633eafb.jpg?1644801803,Aromarie,,Durée totale :30 min,Végétalien (vegan),,?,30 min,PT30M,,"Sans viande, Sans œuf, Sans lactose, Sans gluten",,,,500 g de haricots verts | 4 belles pommes de terre | 2 tomates mûresou ½ boîte de tomates PM en dés et 1 pointe de tomate concentrée | 2 gousses d’ail | 1 oignon | 1 c à café de curry de madras | 1 c à café de curcuma | ½ c à café de purée de gingembre | 2 ou 3 tours de moulin de curry à moudre | huile d’olive | sel et poivre du moulin
soupes-et-potees,Aubergines et poivrons au sel svanétien,https://www.cuisine-libre.org/aubergines-et-poivrons-au-sel-svanetien,https://www.cuisine-libre.org/local/cache-gd2/c2/77beab12c918007f570d041dba1666.jpg?1644794700,Georgian Recipes,,Durée totale :40 min,Végétalien (vegan),,15 min,25 min,PT40M,Friture,"Sans viande, Sans œuf, Sans lactose, Sans gluten",,,,5 aubergines | 2 poivrons rouges | 3 piments verts | 15 g de coriandre verte fraîche | 1 oignon rouge | 1 grosse tomate | 5 gousses d’ail | 1 c. à soupe desel de Svanétie | 6 c. à soupe de vinaigre de vin blanc | 10 c. à soupe d’huile | sel | 30 ml d’eau
soupes-et-potees,Colombo de légumes au tofu et noix,https://www.cuisine-libre.org/colombo-de-legumes-au-tofu-et-noix,https://www.cuisine-libre.org/local/cache-gd2/5a/cf075620f38eb1fc744abb154f2399.jpg?1644794329,valivalou,,Durée totale :30 min,Végétalien (vegan),1,10 min,20 min,PT30M,Mijoté,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,1,4,"200 g de riz | 100 g de tofu fumé | 3 tomates bien mûres | 1 gros tronçon de courgette (ou deux petites courgettes) | 8 cerneaux de noix | 1 piment doux | 2 oignons | 1 gousse d’ail | sel, poivre, colombo, purée de piment | 4 feuilles de basilic | huile d’olive"
soupes-et-potees,Pommes de terre et épinards à l’indienne (aloo  (...),https://www.cuisine-libre.org/pommes-de-terre-et-epinards-a-l-indienne-aloo-palak,https://www.cuisine-libre.org/local/cache-gd2/cf/e846755feb30e0aa3f6cb6403aed2f.jpg?1644794505,,,Durée totale :35 min,Végétalien (vegan),3,15 min,20 min,PT35M,Mijoté,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,3,,200 g de feuilles d’épinards | 1 tomate | 2 pommes de terre moyennes | 1 oignon coupé finement | 1 piment vert (facultatif) | 2 gousses d’ail | 1 c. café de graines de moutarde | 1 c. café de graines de cumin | 1 c. café de poudre de curcuma | 1 c. soupe de poudre de coriandre | 1 c. soupe de poudre de curry | 1 pincée d’asa foetida (facultatif) | 2 c. soupe d’eau | 3 c. soupe d’huile (de coco ou autre) | 1 pincée de sel | 2 brins de coriandre fraîche
soupes-et-potees,Frigousse médiévale,https://www.cuisine-libre.org/frigousse-medievale,https://www.cuisine-libre.org/local/cache-gd2/4b/52436f9ca388b75763f4fdaa4f3703.jpg?1644824678,Adeselsus,,Durée totale :2 h,Non végétarien,1,?,2 h,PT2H,,Sans œuf,5.00,1,,"800 g de viande de veau, bœuf ou porc | 200 g de lardons non fumés | 75 g de lardons fumés | 400 g de champignons en boite | 200 g de marrons sous vide | 2 oignons doux | 50 cl de vin rouge | 1 cube de bouillon de bœuf | 1 c. à soupe de verjus (ou de vinaigre de cidre ou de vin) | 1 petit bouquet garni (thym, romarin et laurier) | 1 c. à café de cannelle moulue | 1 pointe de girofle moulue | 1 c. à café de cardamome moulue | très peu de sel (selon quantité de lard) | poivre"
soupes-et-potees,Navarin d’agneau aux légumes de printemps,https://www.cuisine-libre.org/navarin-d-agneau-aux-legumes-de-printemps,https://www.cuisine-libre.org/local/cache-gd2/6f/ebe92f58b27f5f78fe1cec0ca55773.jpg?1644794490,ylh,,Durée totale :2 h 30,Non végétarien,31,30 min,2 h,PT2H30M,Mijoté,"Sans œuf, Sans lactose",4.90,31,6,"1,5 kg d’agneau | 8 carottes | 4 beaux navets ou 8 petits | 12 petits oignons nouveaux | 200 g de haricots verts | 200 g de petits pois | 6 pommes de terre moyennes | 1 gousse d’ail | 1 bouquet de persil | 3 cubes de bouillon de légumes déshydraté, corsé si possible | 3 grosses cuillères à soupe de farine (complète sinon blanche) | 3 cuillères à soupe d’huile d’olive | sel, poivre"
soupes-et-potees,Carbonade flamande,https://www.cuisine-libre.org/carbonade-flamande,https://www.cuisine-libre.org/local/cache-gd2/50/b7e762ebeab4335df7d459ae30cfbc.jpg?1644794967,christophe,,Durée totale :3 h 20,Non végétarien,44,20 min,3 h,PT3H20M,Mijoté,"Sans œuf, Sans lactose",5.00,44,6,"6 tranches de bœuf à braiser (paleron) | 4 oignons moyens | 200 g de lardons | 1 cuillère à soupe de vergeoise brune | 1 cuillère à soupe de moutarde | 1 cuillère à soupe de vinaigre | 150 g de pain rassis | 50 g de beurre | 75 cl de bière blonde | 1 bouquet garni | sel, poivre"
soupes-et-potees,Soupe de quinoa au maïs,https://www.cuisine-libre.org/soupe-de-quinoa-au-mais,https://www.cuisine-libre.org/local/cache-gd2/3a/f97becf84210c1ebc17a0f60918725.jpg?1644797396,Gargantua,,Durée totale :50 min,Végétarien,14,20 min,30 min,PT50M,Bouilli,"Sans viande, Sans œuf, Sans gluten",5.00,14,5,"1 gros oignon | 2 navets ronds | 1 conserve de maïs | 2 c. à soupe de flocons de quinoa | 1 feuille de laurier | lait (de vache ou soja) | huile de maïs | 2 branches de céleri | sel, piment, paprika"
soupes-et-potees,Chili langue de feu,https://www.cuisine-libre.org/haricots-langue-de-feu-au-piment,https://www.cuisine-libre.org/local/cache-gd2/2c/4ca63a7c1cd264590a54b63b6b9f2b.jpg?1644795279,,,Durée totale :1 h,Végétalien (vegan),,15 min,45 min,PT1H,Four,"Sans viande, Sans œuf, Sans lactose",,,12,"5 gousses d’ail, émincées | 1 oignon rouge, émincé | 4 c. à soupe de moutarde | 1⅔ tasse de sucre brun, non raffiné (rapadura) | 3 c. à soupe de sauce Worcestershire végétale | ¼ tasse de ketchup | 6 piments chipotle séchés entiers[1] | 6 tasses de haricots langue de feu[2], cuits et égouttés | ½ c. à café de sel marin | ¼ c. à café de poivre noir finement moulu | huile végétale"
soupes-et-potees,Purée de carottes aux lentilles corail,https://www.cuisine-libre.org/puree-de-carottes-aux-lentilles-corail,https://www.cuisine-libre.org/local/cache-gd2/80/6d1b99051a9133381cbf3f826b1412.jpg?1644794499,Mouchette,,Durée totale :30 min,Végétarien,36,15 min,15 min,PT30M,Bouilli,"Sans viande, Sans œuf, Sans gluten",5.00,36,4,"400 g de carottes | 250 g de lentilles corail | 2 échalotes | 1 c. à café rase de curcuma | 2 brins de coriandre | 30 g de beurre | sel, poivre"
soupes-et-potees,Ragoût de céleri aux olives,https://www.cuisine-libre.org/ragout-de-celeri-aux-olives,https://www.cuisine-libre.org/local/cache-gd2/18/2c9a1073a9b6e34d3cd0dcdcdb6034.jpg?1644795553,Mala Mustatea,,Durée totale :45 min,Végétalien (vegan),1,15 min,30 min,PT45M,Mijoté,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,1,,"6 petits céleri (1,5 kg) | 6 tomates (ou conserve de pulpe ou jus de tomates) | 4 oignons | 1 petite tasse d’huile | sel, poivre | 100 g d’olives noires | 1 botte de persil | 1 bouquet d’aneth"
soupes-et-potees,Piperade basque,https://www.cuisine-libre.org/piperade-basque,https://www.cuisine-libre.org/local/cache-gd2/2c/0c24242ee4680518cd5c5ffcae7c30.jpg?1644797363,,,Durée totale :1 h,Végétalien (vegan),58,20 min,40 min,PT1H,Mijoté,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,58,4,4 tomates mûres | 4 poivrons verts[*] | 3 oignons blancs | 2 piments doux d’Anglet | 2 gousses d’ail | 3 c. à soupe d’huile d’olive | 1 brin de thym frais (facultatif) | 1 pincée de piment d’Espelette en poudre | 1 c. café de sucre
soupes-et-potees,Cacasse à cul nu,https://www.cuisine-libre.org/cacasse-a-cul-nu,https://www.cuisine-libre.org/local/cache-gd2/17/32e6947bd03eb5881bb5c1447d1469.jpg?1644797984,,,Durée totale :1 h,Non végétarien,35,15 min,45 min,PT1H,Mijoté,"Sans viande, Sans œuf, Sans lactose",5.00,35,4,1 kg de pommes de terre longues à chair ferme | 4 oignons jaunes | 4 c. à soupe de saindoux | 2 c. à soupe de farine | 2 verres de bouillon | 1 verre de vin blanc (facultatif) | 2 gousses d’ail | 1 branche de thym | 2 feuilles de laurier | 1 botte de persil | sel et poivre
soupes-et-potees,Potée vendéenne,https://www.cuisine-libre.org/potee-vendeenne,https://www.cuisine-libre.org/local/cache-gd2/79/0dfd2bd0ca18bd3a47abdf335cbc21.jpg?1647191548,,,Durée totale :1 h 40,Non végétarien,,20 min,1 h 20,PT1H40M,Bouilli,Sans œuf,,,5,1 gros chou vert | 4 belles carottes | 1 oignon | 600 g de pommes de terre Bonnotte de Noirmoutier | 2 saucisses à cuire | 1 tranche épaisse de poitrine fumée | 1 jarret de porc fumé | beurre
soupes-et-potees,Lapin à la bière et aux pruneaux,https://www.cuisine-libre.org/lapin-a-la-biere-et-aux-pruneaux,https://www.cuisine-libre.org/local/cache-gd2/f3/bea077ffb33b907fafafd73af8ba53.jpg?1644794954,Romy,,Durée totale :13 h,Non végétarien,36,35 min,55 min,PT13H30M,Mijoté,"Sans œuf, Sans lactose, Sans gluten",5.00,36,6,"1 beau lapin env. 1,5 kg | 20 pruneaux | 4 cuillères à soupe de raisins blonds secs | 2 belles échalotes | 1 feuille de laurier | 1 branche de thym | quelques baies de genièvre | grains de poivre | sel | 1 filet de vinaigre | 1 litre de bière blonde | 100 g de lardons | 50 g de saindoux"
soupes-et-potees,Haricots tarbais à l’indienne,https://www.cuisine-libre.org/haricots-tarbais-a-l-indienne,https://www.cuisine-libre.org/local/cache-gd2/74/bdd5a6f858b5d0134644d0a26901df.jpg?1644794344,"Haricot Tarbais, Savoirs et saveurs",,Durée totale :10 h,Végétalien (vegan),,30 min,2 h,PT10H30M,Bouilli,"Sans viande, Sans œuf, Sans lactose, Sans gluten",,,4,2 aubergines (environ 650 g) | 1 c. à soupe de gros sel | huile d’olive ou d’arachide | 300 g de haricots tarbais Label Rouge / IGP secs | 400 g de pulpe de tomates | 1 oignon | 2 gousses d’ail | 5 c. à soupe d’huile d’olive | 1 c. à soupe de fénugrec | 1 c. à soupe de graines de fenouil | ½ c. à soupe de curry | 1 c. à thé de piment moulu (Espelette) | sel | quelques brins de coriandre fraîche | 280 g de riz basmati | 1 citron bio (pas traité)
soupes-et-potees,Harira,https://www.cuisine-libre.org/harira,https://www.cuisine-libre.org/local/cache-gd2/86/faa1c92d17b8c37f073a3deebc03cb.jpg?1644797670,Radia,,Durée totale :1 h,Non végétarien,5,15 min,45 min,PT1H,Bouilli,"Sans œuf, Sans lactose",5.00,5,8,2 litres d’eau | 200 g de mouton | 100 g de pois chiches trempés la veille | 50 g de lentilles | 50 g de vermicelles | 500 g de pulpe de tomate | 2 cs de concentré de tomate | 100 g de farine | 2 oignons | 1 bouquet de persil | 1 bouquet de coriandre | 3 banches de céleri | 10 cl d’huile d’olive | 1/2 cc de curcuma | 1/2 cc de gingembre | 1/2 cc de poivre noir | 1 cc de sel | 1 cc de smen (beurre) | 1 citron jaune
soupes-et-potees,"Jarret de veau poché, blanquette de légumes (...)",https://www.cuisine-libre.org/jarret-de-veau-poche-blanquette-de-legumes-printaniers,https://www.cuisine-libre.org/local/cache-gd2/cf/2a12505782a3b16f7ac3a852a43dbe.jpg?1644797660,Collective du Veau de la Pentecôte,,Durée totale :2 h 40,Non végétarien,,30 min,2 h 10,PT2H40M,Mijoté,Sans œuf,,,4,2 beaux jarrets désossés et ficelés par le boucher | 2 carottes | 1 poireau | 1 branche de céleri | 1 oignon | thym | laurier | 3 clous de girofle | persil | Pour la blanquette printanière | 300 g de petits pois | 300 g d’asperges vertes | 200 g de fèves | 200 g de petits champignons de Paris | 160 g de navets fanes | 160 de carottes fanes | 200 g de petites pommes de terre | 1 botte de sarriette | le jus d’un citron | 500 ml de crème | 80 g de beurre | 80 g de farine
soupes-et-potees,Poulet basquaise,https://www.cuisine-libre.org/poulet-basquaise,https://www.cuisine-libre.org/local/cache-gd2/cb/f9096a5962d93ee56d1c83f5507523.jpg?1644794701,Arlette,,Durée totale :1 h 50,Non végétarien,50,30 min,1 h 20,PT1H50M,Mijoté,"Sans œuf, Sans lactose",5.00,50,6,"1 beau poulet | 4 gros oignons | 4 poivrons rouges ou verts | 1 kg de tomates | 2 cuil. concentré de tomate | 4 gousses d’ail | 250 g poitrine fumée | 250 g champignons | 2 morceaux de sucre | 1 bouquet garni : thym, laurier, persil, cerfeuil | 1 verre d’huile d’olive | 1 tasse de farine | Sel et piment"
soupes-et-potees,Pois chiches aux poivrons mitonnés,https://www.cuisine-libre.org/pois-chiches-aux-poivrons-mitonnes,https://www.cuisine-libre.org/local/cache-gd2/ac/4c8ad9669d7371e9e2ec0ddb78e058.jpg?1644794698,Mouchette,,Durée totale :35 min,Végétalien (vegan),2,15 min,20 min,PT35M,Mijoté,"Sans viande, Sans œuf, Sans lactose, Sans gluten",5.00,2,4,"400 g de pois chiches cuits | 1 poivron rouge | 1 poivron jaune | 1 poivron vert | 1 oignon rouge | 1 gousse d’ail | 2 c. à soupe d’huile d’olive | 1 c. à café de graines de cumin | ½ c. à café de paprika | sel, poivre"
soupes-et-potees,Tajine d’agneau aux courgettes et citron (...),https://www.cuisine-libre.org/tajine-d-agneau-aux-courgettes-et-citron,https://www.cuisine-libre.org/local/cache-gd2/93/a6697411c398e22dbe5263f427163b.jpg?1644795257,Ja6,,Durée totale :2 h,Non végétarien,3,20 min,1 h 40,PT2H,Mijoté,"Sans œuf, Sans lactose, Sans gluten",5.00,3,5,"1 épaule d’agneau désossée et dégraissée de ± 1,5 kg coupée en gros cubes | 1 citron confit au sel | 500 g de courgettes | 2 oignons rouges | 5 cl d’huile d’olive | 2 cuillères à soupe de miel liquide | 1 cuillère à soupe de graines de cumin | 1 cuillère à café de curcuma | sel & poivre du moulin"
soupes-et-potees,Civet d’œuf,https://www.cuisine-libre.org/civet-d-oeuf,https://www.cuisine-libre.org/local/cache-gd2/c1/7503054ffc5700e0ddc2eac563a603.jpg?1644794841,Ménagier de Paris,,Durée totale :30 min,Végétarien,,10 min,20 min,PT30M,,"Sans viande, Sans lactose, Sans gluten",,,2,4 œufs extra-frais | 4 oignons cives | 250 ml de vin rouge | 50 ml de verjus | 50 ml de vinaigre | huile
soupes-et-potees,"Karmuszka, soupe polonaise",https://www.cuisine-libre.org/karmuszka-soupe-polonaise,https://www.cuisine-libre.org/local/cache-gd2/a3/7d3d0a91dd388ced219424a8204f02.jpg?1707689605,Agnieszka Komorowska,,Durée totale :1 h,Non végétarien,1,?,1 h,PT1H,Bouilli,"Sans œuf, Sans gluten",5.00,1,,"600 g de porc désossé | 200 g de lard fumé | 300 g de haricots blancs (ou moitié blancs, moitié rouges) | 250 g de chou blanc | 3 carottes moyennes | 2 oignons | 3 branches de céleri ou un morceau de céleri-rave | 200 ml de purée de tomates | 100 ml de crème sure | ½ c. à café de graines de cumin | ½ c. à café de thym séché | 1 c. à soupe de marjolaine séchée | quelques feuilles de livèche | 3 c. à soupe de persil haché | sel et poivre"
soupes-et-potees,Navets au lard,https://www.cuisine-libre.org/navets-au-lard,https://www.cuisine-libre.org/local/cache-gd2/fc/e6992e7d01dcf7d72915d9d3598d49.jpg?1644794487,,,Durée totale :1 h 05,Non végétarien,19,25 min,40 min,PT1H5M,Mijoté,Sans œuf,4.79,19,4,"1 kg de petits navets nouveaux | 200 g de poitrine fumée | 3 échalotes | 1 verre de vin blanc | sel, poivre, persil"
soupes-et-potees,Soupe de Biscaye,https://www.cuisine-libre.org/soupe-de-biscaye,https://www.cuisine-libre.org/local/cache-gd2/34/54180e441b15b28a8b119627e99de7.jpg?1644794344,Ja6,,Durée totale :4 h 20,Non végétarien,,20 min,2 h,PT4H20M,Bouilli,"Sans œuf, Sans lactose, Sans gluten",,,4,"100 g de haricots blancs secs | 1 cœur de chou blanc | 300 g de pulpe de potiron | 2 tranches de lard de poitrine maigre de ± 120 g chacune | 2 oignons | 1 gousse d’ail | 1 bouquet garni | huile d’olive | sel, poivre"
soupes-et-potees,Soupe au chou chinois et shiitake,https://www.cuisine-libre.org/soupe-au-chou-chinois-et-shiitake,https://www.cuisine-libre.org/local/cache-gd2/10/c495afc8d6899abd57eccf4d1d46d2.jpg?1644794963,Romy,,Durée totale :40 min,Non végétarien,46,20 min,20 min,PT40M,Bouilli,"Sans œuf, Sans lactose",5.00,46,4,"1 chou chinois (nappa) | 4 champignons shiitake | 200 g de poitrine fumée | 2 gousses d’ail | 125 g de vermicelles de riz | 1,5 litre d’eau | 1 cube de bouillon de volaille | 2 c. à soupe de sauce soja | 3 branches de coriandre fraiche (facultatif)"
soupes-et-potees,"Halàszlé, soupe de poisson au paprika",https://www.cuisine-libre.org/halaszle-soupe-de-poisson-au-paprika,https://www.cuisine-libre.org/local/cache-gd2/14/992ed2db7fb8838a987b4f6406ed81.jpg?1648806686,,,Durée totale :2 h 10,Non végétarien,,30 min,1 h 40,PT2H10M,Bouilli,"Sans viande, Sans œuf, Sans lactose, Sans gluten",,,4,"1,5 kg de poissons : carpe, brochet, sandre… | 2 oignons | 1 tomate | 1 poivron rouge | 1 c. à soupe de paprika légèrement piquant | sel, poivre | 2 litres d’eau"
soupes-et-potees,Poulet au Marsala,https://www.cuisine-libre.org/poulet-au-marsala,https://www.cuisine-libre.org/local/cache-gd2/e4/75cc89c1ae7897c83f9381b3409bde.jpg?1644794687,MAFLO,,Durée totale :2.5 j,Non végétarien,1,15 h,1.5 j,PT2D12H,Mijoté,Sans œuf,5.00,1,4,1 poulet | 100 g de lardons fumés | 250 g de champignons de Paris | 1 verre de Marsala | 2 c. à soupe de farine | 4 gousses d’ail | 1 noix de beurre | 2 c. à soupe d’huile | 100 g d’ échalotes | sel et poivre | romarin (facultatif)
soupes-et-potees,Soupe de rutabaga à l’ail rôti,https://www.cuisine-libre.org/soupe-de-rutabaga-a-l-ail-roti,https://www.cuisine-libre.org/local/cache-gd2/05/ad5e9d47a8fb3310ddd0dde391b567.jpg?1705358474,,,Durée totale :50 min,Végétarien,7,20 min,30 min,PT50M,Bouilli,"Sans viande, Sans œuf",5.00,7,6,1 c. soupe d’huile d’olive | 4 gousses d’ail | 3 belles branches de thym frais | 700 g de rutabaga | 600 g de carottes | 750 ml de bouillon de légumes | 250 ml de lait | 400 g de haricots blancs cuits | 1 pincée de sel
